Unnamed: 0,fixed_code,buggy_code,gumtree_baseline,line_in_dataset,gpt_attempt1,baseline_nodes,gpt_nodes,node_set_match,jaccard_score,precision,recall,f1_score,tp,fp,fn
45,45,public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; VAR_3 . remove ( position ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },public void METHOD_1 ( android.view.View view ) { int position = VAR_1 . METHOD_2 ( ) ; VAR_2 . remove ( position ) . delete ( ) ; METHOD_3 ( position ) ; VAR_4 = - 1 ; },"['Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",52,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,1,0,2
46,46,public void METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; view . METHOD_3 ( ) ; },public void METHOD_1 ( ) { view . METHOD_3 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",53,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
47,47,public void METHOD_1 ( ) { VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_1 ( ) ; VAR_3 . METHOD_2 ( STRING_1 ) ; },public void METHOD_1 ( ) { VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",54,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
48,48,void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; if ( ( state ) == ( VAR_3 ) ) { METHOD_3 ( ) ; } METHOD_4 ( ) ; },void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 ) ; if ( ( state ) == ( VAR_3 ) ) { METHOD_3 ( ) ; } },['Delete Invocation'],55,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
49,49,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . getInt ( VAR_4 ) ; VAR_1 . METHOD_3 ( VAR_5 ) ; super . METHOD_1 ( VAR_1 ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_3 ( VAR_2 ) ; VAR_3 . getInt ( VAR_4 ) ; super . METHOD_1 ( VAR_1 ) ; },"['Update Invocation', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",56,['Delete Invocation'],"['Invocation', 'VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
50,50,private void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( ) ; java.util.List < java.lang.String > list = VAR_1 . METHOD_3 ( ) ; VAR_2 . METHOD_4 ( ) ; for ( java.lang.String VAR_3 : list ) VAR_2 . METHOD_5 ( VAR_3 ) ; },private void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( ) ; java.util.List < java.lang.String > list = VAR_1 . METHOD_3 ( ) ; for ( java.lang.String VAR_3 : list ) VAR_2 . METHOD_5 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete Invocation']",57,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
51,51,public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . contains ( STRING_1 ) ) { VAR_3 . setEnabled ( false ) ; VAR_4 . setEnabled ( false ) ; } else VAR_4 . setEnabled ( true ) ; },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( VAR_2 . contains ( STRING_1 ) ) VAR_3 . setEnabled ( false ) ; else VAR_4 . setEnabled ( true ) ; },"['Delete TypeAccess', 'Delete Literal', 'Delete Invocation']",58,['Delete If'],"['TypeAccess', 'Literal', 'Invocation']",['If'],Partial Match,0.0,0.0,0.0,0.0,0,1,3
52,52,"public void delete ( TYPE_1 key ) { VAR_1 . remove ( key , this ) ; }",public void delete ( TYPE_1 key ) { VAR_1 . remove ( key ) ; },['Delete ThisAccess'],59,['Delete VariableRead'],['ThisAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
53,53,public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_4 . METHOD_3 ( ) ; METHOD_4 ( ) ; VAR_5 . METHOD_5 ( ) ; VAR_6 . METHOD_6 ( false ) ; VAR_7 = false ; },public void METHOD_1 ( java.lang.Throwable VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; METHOD_4 ( ) ; VAR_5 . METHOD_5 ( ) ; VAR_6 . METHOD_6 ( false ) ; VAR_7 = false ; },"['Delete TypeAccess', 'Delete Invocation']",60,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
54,54,"private void METHOD_1 ( double VAR_1 ) { VAR_2 = VAR_2 . METHOD_2 ( TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 , VAR_1 ) ) ) ; VAR_2 . METHOD_5 ( ) ; }","private void METHOD_1 ( double VAR_1 ) { VAR_2 = VAR_2 . METHOD_2 ( TYPE_1 . METHOD_3 ( METHOD_4 ( VAR_3 , VAR_1 ) ) ) ; }","['Delete TypeAccess', 'Delete Invocation']",61,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
55,55,"public void METHOD_1 ( android.view.View VAR_1 , boolean VAR_2 ) { if ( VAR_2 ) { TYPE_1 . METHOD_2 ( VAR_1 ) ; } else { TYPE_1 . METHOD_3 ( VAR_1 ) ; } }","public void METHOD_1 ( android.view.View VAR_1 , boolean VAR_2 ) { }","['Delete VariableRead', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",62,['Delete If'],"['VariableRead', 'TypeAccess', 'VariableRead', 'Invocation', 'Block', 'TypeAccess', 'VariableRead', 'Invocation', 'Block', 'If']",['If'],GPT Missed Nodes,0.2,1.0,0.1,0.18181818181818182,1,0,9
56,56,public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { return VAR_1 ; },public java.util.Collection < ? extends TYPE_1 > METHOD_1 ( ) { return null ; },"['Insert Literal', 'Delete FieldRead']",63,['Update Return'],"['Literal', 'FieldRead']",['Return'],Partial Match,0.0,0.0,0.0,0.0,0,1,2
57,57,public static TYPE_1 METHOD_1 ( ) { java.lang.System.err.println ( ( STRING_1 + ( TYPE_2 . METHOD_2 ( ) ) ) ) ; return VAR_1 ; },public static TYPE_1 METHOD_1 ( ) { return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete Invocation']",66,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'FieldRead', 'TypeAccess', 'Invocation', 'BinaryOperator', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.14285714285714285,0.25,1,0,6
58,58,"public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , STRING_1 ) ; TYPE_1 . METHOD_2 ( getActivity ( ) , STRING_2 , VAR_3 ) . show ( ) ; }","public void METHOD_1 ( ) { VAR_1 . i ( VAR_2 , STRING_1 ) ; }","['Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",67,['Delete Invocation'],"['TypeAccess', 'Invocation', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.16666666666666666,0.2857142857142857,1,0,5
59,59,"public TYPE_1 METHOD_1 ( final TYPE_2 path ) { TYPE_1 VAR_1 = new TYPE_1 ( path , new TYPE_3 ( ) , this ) ; return METHOD_2 ( VAR_1 ) ; }","public TYPE_1 METHOD_1 ( final TYPE_2 path ) { TYPE_1 VAR_1 = new TYPE_1 ( path , new TYPE_3 ( ) , this ) ; return VAR_1 ; }","['Move VariableRead', 'Delete Invocation']",69,['Update Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,0.0,0.0,0.0,0,1,2
60,60,public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) > INT_1 ) { ( VAR_2 ) -- ; VAR_3 . setText ( TYPE_2 . METHOD_2 ( ) ) ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { if ( ( VAR_2 ) > INT_1 ) { ( VAR_2 ) -- ; } },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",70,['Delete TypeAccess'],"['TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']",['TypeAccess'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
61,61,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . METHOD_2 ( VAR_1 , VAR_2 ) ; for ( int i = VAR_3 . size ( ) ; i > 0 ; i -- ) { VAR_3 . get ( i ) . METHOD_3 ( VAR_1 ) ; } }",public void METHOD_1 ( TYPE_1 VAR_1 ) { for ( int i = VAR_3 . size ( ) ; i > 0 ; i -- ) { VAR_3 . get ( i ) . METHOD_3 ( VAR_1 ) ; } },"['Delete TypeAccess', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",71,['Delete Invocation'],"['TypeAccess', 'VariableRead', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
62,62,"public TYPE_1 METHOD_1 ( TYPE_1 data ) { VAR_1 . put ( ""name"" , name ) ; VAR_1 . put ( STRING_1 , ( ( VAR_2 ) != null ? VAR_2 . METHOD_1 ( new TYPE_1 ( STRING_1 ) ) : null ) ) ; return data ; }","public TYPE_1 METHOD_1 ( TYPE_1 data ) { VAR_1 . put ( STRING_1 , ( ( VAR_2 ) != null ? VAR_2 . METHOD_1 ( new TYPE_1 ( STRING_1 ) ) : null ) ) ; return data ; }","['Delete TypeAccess', 'Delete Literal', 'Delete FieldRead', 'Delete Invocation']",72,['Delete Invocation'],"['TypeAccess', 'Literal', 'FieldRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.25,0.4,1,0,3
63,63,"public void METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( ) ; this . VAR_2 . init ( STRING_1 , VAR_3 ) ; }",public void METHOD_1 ( ) { this . VAR_1 = new TYPE_1 ( ) ; this . VAR_2 . init ( STRING_1 ) ; },['Delete TypeAccess'],74,['Delete LocalVariable'],['TypeAccess'],['LocalVariable'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
64,64,protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; query ( ) ; },protected void METHOD_1 ( ) { super . METHOD_1 ( ) ; },['Delete Invocation'],76,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
65,65,private void METHOD_1 ( ) { try { VAR_1 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) . METHOD_5 ( ) ; } catch ( java.lang.Exception VAR_3 ) { } TYPE_1 . METHOD_6 ( ) ; },private void METHOD_1 ( ) { try { VAR_2 . METHOD_3 ( ) . METHOD_4 ( ) . METHOD_5 ( ) ; } catch ( java.lang.Exception VAR_3 ) { } TYPE_1 . METHOD_6 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",77,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
66,66,private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_2 ( VAR_4 ) ; VAR_5 . METHOD_2 ( VAR_4 ) ; METHOD_3 ( VAR_4 ) ; },private void METHOD_1 ( ) { VAR_1 . METHOD_2 ( VAR_2 ) ; VAR_3 . METHOD_2 ( VAR_4 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",78,"['Delete Invocation', 'Delete Invocation']","['TypeAccess', 'TypeAccess', 'Invocation', 'TypeAccess', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.4,0.5714285714285715,2,0,3
67,67,"public void METHOD_1 ( TYPE_1 VAR_1 , int id ) { ( ( TYPE_2 ) ( context ) ) . METHOD_2 ( VAR_2 ) ; VAR_1 . METHOD_3 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int id ) { VAR_1 . METHOD_3 ( ) ; }","['Delete TypeReference', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",79,"['Delete TypeAccess', 'Delete Invocation']","['TypeReference', 'FieldRead', 'TypeAccess', 'Invocation']","['TypeAccess', 'Invocation']",GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,2,0,2
68,68,"protected void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 . METHOD_2 ( VAR_2 , STRING_1 ) ; super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( VAR_3 ) ; METHOD_4 ( ) ; VAR_4 . METHOD_5 ( ) ; METHOD_6 ( ) ; }",protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_3 ( VAR_3 ) ; METHOD_4 ( ) ; VAR_4 . METHOD_5 ( ) ; METHOD_6 ( ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",81,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
69,69,public java.util.List < TYPE_1 > METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = new java.util.ArrayList < > ( ) ; VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; java.lang.System.out.println ( VAR_3 . size ( ) ) ; return VAR_1 ; },public java.util.List < TYPE_1 > METHOD_1 ( ) { java.util.List < TYPE_1 > VAR_1 = new java.util.ArrayList < > ( ) ; VAR_1 . METHOD_2 ( VAR_2 . METHOD_3 ( ) ) ; return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",82,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
70,70,"public void METHOD_1 ( java.lang.String id ) { long VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 . METHOD_3 ( id . METHOD_4 ( VAR_3 ) ) , 0 ) ; VAR_4 . METHOD_5 ( VAR_1 ) ; }","public void METHOD_1 ( java.lang.String id ) { long VAR_1 = TYPE_1 . METHOD_2 ( VAR_2 . METHOD_3 ( id . METHOD_4 ( ) ) , 0 ) ; VAR_4 . METHOD_5 ( VAR_1 ) ; }",['Delete TypeAccess'],83,['Delete VariableRead'],['TypeAccess'],['VariableRead'],Partial Match,0.0,0.0,0.0,0.0,0,1,1
71,71,"public void METHOD_1 ( int x , int y ) { this . x = x ; this . y = y ; update ( ) ; }","public void METHOD_1 ( int x , int y ) { this . x = x ; this . y = y ; }",['Delete Invocation'],84,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
72,72,protected TYPE_1 METHOD_1 ( int index ) { return VAR_1 . get ( ( ( VAR_1 . size ( ) ) - 1 ) ) . VAR_2 . get ( index ) ; },protected TYPE_1 METHOD_1 ( int index ) { return VAR_1 . get ( 0 ) . VAR_2 . get ( index ) ; },"['Insert Literal', 'Delete TypeAccess', 'Delete Invocation', 'Delete Literal', 'Delete BinaryOperator']",85,['Update Invocation'],"['Literal', 'TypeAccess', 'Invocation', 'Literal', 'BinaryOperator']",['Invocation'],GPT Missed Nodes,0.25,0.0,0.0,0.0,0,1,5
73,73,public void METHOD_1 ( TYPE_1 < java.util.List < TYPE_2 > > VAR_1 ) { VAR_2 . METHOD_2 ( ) ; },public void METHOD_1 ( TYPE_1 < java.util.List < TYPE_2 > > VAR_1 ) { },"['Delete TypeAccess', 'Delete Invocation']",86,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
74,74,"public void METHOD_1 ( java.lang.String id ) { if ( VAR_1 ) TYPE_1 . METHOD_2 ( VAR_2 , ( STRING_1 + id ) ) ; VAR_3 . METHOD_3 ( VAR_4 , id ) ; }","public void METHOD_1 ( java.lang.String id ) { VAR_3 . METHOD_3 ( VAR_4 , id ) ; }","['Delete FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete Block', 'Delete If']",87,['Delete Invocation'],"['FieldRead', 'TypeAccess', 'TypeAccess', 'FieldRead', 'VariableRead', 'BinaryOperator', 'Invocation', 'Block', 'If']",['Invocation'],GPT Missed Nodes,0.14285714285714285,1.0,0.1111111111111111,0.19999999999999998,1,0,8
75,75,public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( ) ; java.lang.System.out.println ( VAR_3 . toString ( ) ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; return VAR_1 ; },public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = new TYPE_2 ( ) ; VAR_2 . METHOD_2 ( VAR_1 ) ; return VAR_1 ; },"['Delete TypeAccess', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",88,['Delete Invocation'],"['TypeAccess', 'FieldRead', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
76,76,"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 < ? extends TYPE_1 > VAR_2 ) { data . METHOD_2 ( VAR_1 . METHOD_3 ( ) , VAR_3 . get ( ) ) ; return VAR_4 . get ( VAR_1 . METHOD_3 ( ) ) ; }","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , TYPE_3 < ? extends TYPE_1 > VAR_2 ) { return VAR_4 . get ( VAR_1 . METHOD_3 ( ) ) ; }","['Delete FieldRead', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",89,['Delete Invocation'],"['FieldRead', 'VariableRead', 'Invocation', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.25,1.0,0.16666666666666666,0.2857142857142857,1,0,5
77,77,"public void METHOD_1 ( int VAR_1 , java.lang.String message ) { TYPE_1 . METHOD_2 ( VAR_2 , message , VAR_3 ) . show ( ) ; }","public void METHOD_1 ( int VAR_1 , java.lang.String message ) { }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",90,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'VariableRead', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.16666666666666666,0.2857142857142857,1,0,5
78,78,"public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; VAR_1 . METHOD_3 ( VAR_4 , VAR_5 . METHOD_4 ( ) ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; VAR_1 . METHOD_2 ( VAR_2 , VAR_3 ) ; }","['Delete VariableRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",92,['Delete Invocation'],"['VariableRead', 'TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.2,0.33333333333333337,1,0,4
79,79,public void METHOD_1 ( ) { VAR_1 . METHOD_1 ( ) ; VAR_2 . METHOD_1 ( ) ; VAR_3 . METHOD_1 ( ) ; VAR_4 . METHOD_1 ( ) ; TYPE_1 . METHOD_1 ( ) ; },public void METHOD_1 ( ) { VAR_2 . METHOD_1 ( ) ; VAR_3 . METHOD_1 ( ) ; VAR_4 . METHOD_1 ( ) ; TYPE_1 . METHOD_1 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",93,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
80,80,public void METHOD_1 ( ) { VAR_1 . getSelection ( ) . setEnabled ( false ) ; VAR_2 . METHOD_2 ( ) ; VAR_3 . setText ( STRING_1 ) ; },public void METHOD_1 ( ) { VAR_1 . getSelection ( ) . setEnabled ( false ) ; VAR_3 . setText ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete Invocation']",94,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
81,81,TYPE_1 METHOD_1 ( ) { VAR_1 . METHOD_2 ( ) ; return VAR_2 . METHOD_2 ( ) ; },TYPE_1 METHOD_1 ( ) { return VAR_2 . METHOD_2 ( ) ; },"['Delete TypeAccess', 'Delete Invocation']",95,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
82,82,public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 class ) . METHOD_3 ( ) ; TYPE_1 . METHOD_2 ( VAR_2 class ) . METHOD_3 ( ) ; java.lang.System.out.println ( STRING_1 ) ; },public void METHOD_1 ( ) { TYPE_1 . METHOD_2 ( VAR_1 class ) . METHOD_3 ( ) ; java.lang.System.out.println ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation']",96,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.25,0.4,1,0,3
83,83,public boolean METHOD_1 ( TYPE_1 VAR_1 ) { return ( VAR_2 . value ) == ( this . value ) ; },public boolean METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete FieldRead', 'Delete ThisAccess', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Return']",97,['Delete Return'],"['FieldRead', 'ThisAccess', 'FieldRead', 'BinaryOperator', 'Return']",['Return'],GPT Missed Nodes,0.25,1.0,0.2,0.33333333333333337,1,0,4
84,84,protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; this . METHOD_2 ( VAR_1 ) ; this . METHOD_3 ( VAR_1 ) ; this . METHOD_4 ( VAR_1 ) ; },protected void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; this . METHOD_2 ( VAR_1 ) ; },"['Delete ThisAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete ThisAccess', 'Delete VariableRead', 'Delete Invocation']",99,"['Delete Invocation', 'Delete Invocation']","['ThisAccess', 'VariableRead', 'Invocation', 'ThisAccess', 'VariableRead', 'Invocation']","['Invocation', 'Invocation']",GPT Missed Nodes,0.3333333333333333,1.0,0.3333333333333333,0.5,2,0,4
85,85,public void METHOD_1 ( java.lang.String message ) { METHOD_2 ( ) ; VAR_1 . setText ( VAR_2 ) ; METHOD_3 ( VAR_3 ) ; },public void METHOD_1 ( java.lang.String message ) { METHOD_2 ( ) ; METHOD_3 ( VAR_3 ) ; },"['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",100,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
86,86,"public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_2 ( ) . METHOD_3 ( false ) ; VAR_1 . METHOD_4 ( TYPE_2 . METHOD_5 ( VAR_2 . METHOD_6 ( ) . METHOD_7 ( ) , VAR_3 ) ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_1 . METHOD_4 ( TYPE_2 . METHOD_5 ( VAR_2 . METHOD_6 ( ) . METHOD_7 ( ) , VAR_3 ) ) ; }","['Delete VariableRead', 'Delete Invocation', 'Delete Literal', 'Delete Invocation']",102,['Delete Invocation'],"['VariableRead', 'Invocation', 'Literal', 'Invocation']",['Invocation'],GPT Missed Nodes,0.3333333333333333,1.0,0.25,0.4,1,0,3
87,87,public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; switch ( VAR_2 ) { case STRING_1 : VAR_3 . METHOD_3 ( ) ; break ; case STRING_2 : break ; case STRING_3 : break ; } },public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 = VAR_1 . METHOD_2 ( ) ; switch ( VAR_2 ) { case STRING_1 : break ; case STRING_2 : break ; case STRING_3 : break ; } },"['Delete TypeAccess', 'Delete Invocation']",103,['Delete Invocation'],"['TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
88,88,public void METHOD_1 ( ) throws java.io.IOException { VAR_1 . METHOD_2 ( ) ; },public void METHOD_1 ( ) throws java.io.IOException { this . VAR_1 . METHOD_2 ( ) ; },"['Insert FieldRead', 'Insert ThisAccess', 'Delete TypeAccess']",105,['Insert TypeAccess'],"['FieldRead', 'ThisAccess', 'TypeAccess']",['TypeAccess'],GPT Missed Nodes,0.3333333333333333,0.0,0.0,0.0,0,1,3
89,89,"public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { VAR_3 . METHOD_2 ( VAR_4 ) ; }","public void METHOD_1 ( java.net.URL VAR_1 , TYPE_1 VAR_2 ) { }","['Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",106,['Delete Invocation'],"['TypeAccess', 'TypeAccess', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.3333333333333333,0.5,1,0,2
90,90,"public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.io.IOException , TYPE_2 { METHOD_2 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) throws java.io.IOException , TYPE_2 { }",['Delete Invocation'],107,['Delete Invocation'],['Invocation'],['Invocation'],Exact Match,1.0,1.0,1.0,1.0,1,0,0
91,91,"public void METHOD_1 ( int position , java.lang.String value ) { VAR_1 . set ( position , value ) ; METHOD_2 ( position ) ; }","public void METHOD_1 ( int position , java.lang.String value ) { VAR_1 . set ( position , value ) ; }","['Delete VariableRead', 'Delete Invocation']",108,['Delete Invocation'],"['VariableRead', 'Invocation']",['Invocation'],GPT Missed Nodes,0.5,1.0,0.5,0.6666666666666666,1,0,1
