fixed,buggy,baseline_ast_gumtree,line_id_tp_dataset
public static java.io.File METHOD_1 ( java.lang.String fileName ) throws java.io.IOException { java.lang.String path = ( TYPE_1 . METHOD_2 ( ) ) + fileName ; java.io.File VAR_1 = new java.io.File ( path ) ; VAR_1 . METHOD_1 ( ) ; return VAR_1 ; },public static java.io.File METHOD_1 ( java.lang.String fileName ) throws java.io.IOException { java.io.File VAR_1 = new java.io.File ( ( ( TYPE_1 . METHOD_2 ( ) ) + fileName ) ) ; VAR_1 . METHOD_1 ( ) ; return VAR_1 ; },"['Update LocalVariable', 'Move TypeReference', 'Insert ConstructorCall', 'Move BinaryOperator', 'Delete TypeReference', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete LocalVariable']",82
"public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 . main ) ; METHOD_3 ( new android.content.Intent ( this , VAR_3 class ) ) ; METHOD_4 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { super . METHOD_1 ( VAR_1 ) ; METHOD_2 ( VAR_2 . main ) ; android.content.Intent intent = getIntent ( ) ; METHOD_3 ( new android.content.Intent ( this , VAR_3 class ) ) ; METHOD_4 ( ) ; }","['Insert LocalVariable', 'Insert TypeReference', 'Insert Invocation']",84
"protected void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.lang.String VAR_2 ) throws TYPE_2 { TYPE_3 VAR_3 = VAR_4 . get ( 0 ) . METHOD_2 ( ) . METHOD_3 ( ) ; METHOD_4 ( VAR_3 . METHOD_5 ( ) , VAR_3 , VAR_2 ) ; }","protected void METHOD_1 ( java.util.List < TYPE_1 > VAR_1 , java.lang.String VAR_2 ) throws TYPE_2 { METHOD_4 ( VAR_4 . get ( 0 ) . METHOD_2 ( ) . METHOD_3 ( ) . METHOD_5 ( ) , VAR_2 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead']",91
public void METHOD_1 ( ) { android.content.Intent intent = getIntent ( ) ; METHOD_2 ( ) ; METHOD_3 ( intent ) ; },public void METHOD_1 ( ) { METHOD_2 ( ) ; METHOD_3 ( getIntent ( ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",92
"private void METHOD_1 ( TYPE_1 VAR_1 ) { TYPE_2 VAR_2 = TYPE_2 . METHOD_2 ( ) ; VAR_2 . METHOD_3 ( VAR_2 . METHOD_4 ( ) , VAR_3 . getText ( ) ) ; VAR_3 . setText ( STRING_1 ) ; }",private void METHOD_1 ( TYPE_1 VAR_1 ) { },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",93
public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_2 VAR_1 = TYPE_3 . METHOD_1 ( STRING_1 ) ; TYPE_4 . METHOD_2 ( ) . start ( ) ; TYPE_5 VAR_2 = VAR_1 . METHOD_3 ( ) ; VAR_3 . execute ( STRING_2 ) ; },public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_2 VAR_1 = TYPE_3 . METHOD_1 ( STRING_1 ) ; },"['Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",94
"public void METHOD_1 ( android.view.View view ) { TYPE_1 VAR_1 = TYPE_2 . METHOD_2 ( ) ; VAR_2 . show ( METHOD_3 ( ) , STRING_1 ) ; }",public void METHOD_1 ( android.view.View view ) { },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess', 'Delete Invocation']",97
"public void METHOD_1 ( ) throws TYPE_1 { java.lang.String VAR_1 = METHOD_2 ( null , null ) ; java.io.File VAR_2 = new java.io.File ( new java.io.File ( VAR_3 , VAR_1 ) , STRING_1 ) ; VAR_4 . assertTrue ( STRING_2 , VAR_2 . METHOD_3 ( ) ) ; }","public void METHOD_1 ( ) throws TYPE_1 { java.lang.String VAR_1 = METHOD_2 ( null ) ; java.io.File VAR_2 = new java.io.File ( new java.io.File ( VAR_3 , VAR_1 ) , STRING_1 ) ; VAR_4 . assertTrue ( STRING_2 , VAR_2 . METHOD_3 ( ) ) ; }",['Delete Literal'],98
protected java.lang.Object METHOD_1 ( TYPE_1 < ? > message ) { java.lang.Object VAR_1 = message . METHOD_2 ( ) ; if ( VAR_1 instanceof TYPE_2 ) { return null ; } else { return VAR_1 ; } },protected java.lang.Object METHOD_1 ( TYPE_1 < ? > message ) { return message . METHOD_2 ( ) ; },"['Insert Return', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete BinaryOperator', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete VariableRead', 'Delete Return', 'Delete Block', 'Delete If']",100
public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_2 VAR_1 = TYPE_3 . METHOD_1 ( ) ; TYPE_4 . METHOD_2 ( INT_1 ) ; VAR_1 . METHOD_3 ( ) ; java.lang.Thread . METHOD_4 ( ) . METHOD_5 ( ) ; },public static void main ( java.lang.String [ ] args ) throws TYPE_1 { TYPE_3 . METHOD_1 ( ) ; java.lang.Thread . METHOD_4 ( ) . METHOD_5 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",104
public static void main ( java.lang.String [ ] args ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( ) ; TYPE_2 VAR_2 = TYPE_3 . METHOD_1 ( ) ; },public static void main ( java.lang.String [ ] args ) throws java.lang.Exception { TYPE_1 VAR_1 = new TYPE_1 ( ) ; TYPE_3 . METHOD_1 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable']",107
public java.util.List < TYPE_1 > METHOD_1 ( ) throws java.lang.Exception { TYPE_2 VAR_1 = new TYPE_2 ( new TYPE_3 ( ) ) ; return VAR_1 . METHOD_2 ( ) ; },public java.util.List < TYPE_1 > METHOD_1 ( ) throws java.lang.Exception { TYPE_2 VAR_1 = new TYPE_2 ( ) ; return VAR_1 . METHOD_2 ( ) ; },['Delete ConstructorCall'],108
public static java.lang.String METHOD_1 ( int x ) { java.lang.String VAR_1 = STRING_1 ; java.lang.String VAR_2 = STRING_2 ; java.lang.String VAR_3 = STRING_3 ; java.lang.String VAR_4 = VAR_1 + VAR_2 ; return VAR_3 ; },public static java.lang.String METHOD_1 ( int x ) { java.lang.String VAR_1 = STRING_1 ; java.lang.String VAR_2 = STRING_2 ; java.lang.String VAR_3 = VAR_1 + VAR_2 ; if ( x > 1 ) { return VAR_1 ; } else { return VAR_2 ; } },"['Update LocalVariable', 'Insert If', 'Insert BinaryOperator', 'Insert Block', 'Insert Block', 'Insert VariableRead', 'Insert Literal', 'Insert Return', 'Insert Return', 'Insert VariableRead', 'Insert VariableRead', 'Delete TypeReference', 'Delete FieldRead', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Return']",110
public static java.lang.String METHOD_1 ( final java.util.Date date ) { TYPE_1 VAR_1 = VAR_2 . get ( ) ; VAR_1 . METHOD_2 ( VAR_3 ) ; return VAR_4 . format ( date ) ; },public static java.lang.String METHOD_1 ( final java.util.Date date ) { return VAR_2 . get ( ) . format ( date ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete TypeAccess']",111
public void METHOD_1 ( android.view.View VAR_1 ) { TYPE_1 VAR_2 = VAR_3 . METHOD_2 ( 1 ) ; METHOD_3 ( VAR_2 ) ; if ( ( VAR_4 ) != null ) VAR_4 . METHOD_4 ( VAR_2 ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { METHOD_3 ( VAR_3 . METHOD_2 ( 1 ) ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete FieldRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",112
"private static java.lang.String METHOD_1 ( java.io.InputStream VAR_1 ) { java.util.Scanner VAR_2 = new java.util.Scanner ( VAR_1 , STRING_1 ) . METHOD_2 ( STRING_2 ) ; return VAR_2 . METHOD_3 ( ) ? VAR_2 . METHOD_4 ( ) : STRING_3 ; }",private static java.lang.String METHOD_1 ( java.io.InputStream VAR_1 ) { java.util.Scanner VAR_2 = new java.util.Scanner ( VAR_1 ) ; return VAR_2 . METHOD_3 ( ) ? VAR_2 . METHOD_4 ( ) : STRING_3 ; },"['Update ConstructorCall', 'Move ConstructorCall', 'Delete FieldRead', 'Delete TypeAccess', 'Delete Invocation']",113
"public double METHOD_1 ( double x , double y , double VAR_1 ) { return y - ( VAR_1 * x ) ; }","public double METHOD_1 ( double x , double y , double VAR_1 ) { double c = y - ( VAR_1 * x ) ; return c ; }","['Insert LocalVariable', 'Insert TypeReference', 'Move BinaryOperator', 'Insert VariableRead']",114
"public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 response ) { java.lang.String VAR_2 = VAR_1 . METHOD_2 ( ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , TYPE_2 response ) { }","['Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",117
public void METHOD_1 ( TYPE_1 event ) { if ( ( ! ( VAR_1 ) ) && ( ! ( VAR_2 ) ) ) { TYPE_2 VAR_3 = new TYPE_2 ( event . METHOD_2 ( ) ) ; VAR_4 . METHOD_3 ( VAR_3 ) ; } },public void METHOD_1 ( TYPE_1 event ) { if ( ( ! ( VAR_1 ) ) && ( ! ( VAR_2 ) ) ) VAR_4 . METHOD_3 ( new TYPE_2 ( ) ) ; },"['Insert ConstructorCall', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead']",119
"public int METHOD_1 ( int VAR_1 , int VAR_2 ) { int VAR_3 = java.lang.Integer . METHOD_2 ( VAR_4 [ VAR_1 ] [ VAR_2 ] . substring ( INT_1 , INT_2 ) ) ; return VAR_3 ; }","public java.lang.String METHOD_1 ( int VAR_1 , int VAR_2 ) { java.lang.String VAR_3 = VAR_4 [ VAR_1 ] [ VAR_2 ] . substring ( INT_1 , INT_2 ) ; return VAR_3 ; }","['Update TypeReference', 'Update TypeReference', 'Move Invocation', 'Delete TypeAccess', 'Delete Invocation']",121
public void METHOD_1 ( android.view.View VAR_1 ) { VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_4 . setText ( VAR_5 ) ; VAR_6 . METHOD_3 ( ) ; },public void METHOD_1 ( android.view.View VAR_1 ) { boolean state = VAR_6 . METHOD_3 ( ) ; VAR_2 . METHOD_2 ( VAR_3 ) ; VAR_4 . setText ( VAR_5 ) ; },"['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation']",123
"public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 , INT_2 , STRING_1 , false ) ; TYPE_2 VAR_2 = new TYPE_2 ( VAR_1 ) ; VAR_1 . METHOD_1 ( VAR_2 ) ; VAR_3 . start ( ) ; }",public static void main ( java.lang.String [ ] args ) { TYPE_2 VAR_1 = new TYPE_2 ( ) ; VAR_3 . start ( ) ; },"['Insert LocalVariable', 'Move TypeReference', 'Insert ConstructorCall', 'Delete TypeReference', 'Delete FieldRead', 'Delete FieldRead', 'Delete FieldRead', 'Delete Literal', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",125
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 ) ; VAR_1 . METHOD_2 ( ) ; java.lang.System.out.println ( STRING_2 ) ; TYPE_2 c = new TYPE_2 ( VAR_1 ) ; c . METHOD_3 ( INT_1 ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( STRING_1 ) ; VAR_1 . METHOD_2 ( ) ; java.lang.System.out.println ( STRING_2 ) ; },"['Delete TypeReference', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation']",126
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 ) ; TYPE_2 VAR_2 = VAR_1 . METHOD_2 ( ) ; TYPE_3 . METHOD_3 ( 0 , VAR_2 . METHOD_4 ( ) ) ; }","public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 ) ; int start = VAR_1 . METHOD_4 ( ) ; TYPE_3 . METHOD_3 ( 0 , start ) ; }","['Update LocalVariable', 'Update TypeReference', 'Update Invocation', 'Insert VariableRead', 'Delete VariableRead', 'Delete Invocation']",128
public int getInt ( java.lang.String name ) { TYPE_1 VAR_1 = ( ( TYPE_1 ) ( this . get ( name ) ) ) ; return ( ( int ) ( VAR_2 . intValue ( ) ) ) ; },public int getInt ( java.lang.String name ) { return ( ( int ) ( this . get ( name ) ) ) ; },"['Move Invocation', 'Move TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation']",129
"public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { TYPE_2 VAR_3 = METHOD_2 ( ) ; VAR_3 . METHOD_1 ( VAR_1 , VAR_2 ) ; METHOD_3 ( VAR_3 ) ; }","public void METHOD_1 ( TYPE_1 VAR_1 , int VAR_2 ) { METHOD_2 ( ) . METHOD_1 ( VAR_1 , VAR_2 ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete VariableRead', 'Delete Invocation']",130
private void METHOD_1 ( ) { TYPE_1 VAR_1 = TYPE_1 . METHOD_2 ( ) ; VAR_1 . METHOD_3 ( new TYPE_2 ( false ) ) ; VAR_1 . METHOD_4 ( ) ; VAR_2 . METHOD_5 ( VAR_2 . METHOD_6 ( ) ) ; },private void METHOD_1 ( ) { VAR_2 . METHOD_5 ( VAR_2 . METHOD_6 ( ) ) ; },"['Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete ConstructorCall', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",131
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( VAR_2 ) ; java.lang.String VAR_3 = VAR_4 . getText ( ) . toString ( ) ; VAR_1 . METHOD_2 ( STRING_1 ) . setValue ( VAR_3 ) ; },public void METHOD_1 ( ) { },"['Delete TypeReference', 'Delete FieldRead', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete TypeAccess', 'Delete Invocation', 'Delete VariableRead', 'Delete Invocation']",134
"public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , boolean VAR_3 ) { TYPE_1 result = super . METHOD_1 ( VAR_1 , VAR_2 , INT_1 , VAR_3 ) ; METHOD_2 ( ) ; return result ; }","public TYPE_1 METHOD_1 ( TYPE_2 VAR_1 , int VAR_2 , boolean VAR_3 ) { return super . METHOD_1 ( VAR_1 , VAR_2 , 1 , VAR_3 ) ; }","['Move Invocation', 'Insert Literal', 'Delete TypeReference', 'Delete LocalVariable', 'Delete Invocation', 'Delete TypeAccess', 'Delete VariableRead']",138
public long METHOD_1 ( ) { java.util.List < TYPE_1 > p = VAR_1 . values ( ) . iterator ( ) . METHOD_2 ( ) ; return VAR_2 . get ( ( ( VAR_2 . size ( ) ) - 1 ) ) . VAR_3 ; },public long METHOD_1 ( ) { return VAR_1 . values ( ) . iterator ( ) . METHOD_2 ( ) . get ( ( ( VAR_1 . size ( ) ) - 1 ) ) . VAR_3 ; },"['Move Invocation', 'Update TypeAccess', 'Delete TypeReference', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess']",142
"private void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String value ) throws java.lang.Exception { TYPE_2 VAR_2 = VAR_1 . METHOD_2 ( ) ; VAR_3 . assertThat ( VAR_2 , TYPE_3 . METHOD_3 ( TYPE_4 . METHOD_4 ( TYPE_5 . METHOD_5 ( value ) ) ) ) ; }","private void METHOD_1 ( TYPE_1 VAR_1 , java.lang.String value ) throws java.lang.Exception { VAR_3 . assertThat ( VAR_1 . METHOD_2 ( ) , TYPE_3 . METHOD_3 ( TYPE_4 . METHOD_4 ( TYPE_5 . METHOD_5 ( value ) ) ) ) ; }","['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",145
"public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; java.lang.String VAR_3 = ( java.lang.String.format ( STRING_1 , ( ( VAR_4 . getValue ( ) ) * INT_1 ) ) ) + STRING_2 ; VAR_5 . setText ( VAR_3 ) ; }",public void METHOD_1 ( ) { TYPE_1 VAR_1 = VAR_2 . METHOD_2 ( ) ; java.lang.String VAR_3 = ( VAR_4 . getValue ( ) ) + STRING_2 ; VAR_5 . setText ( VAR_3 ) ; },"['Update BinaryOperator', 'Move BinaryOperator', 'Move FieldRead', 'Delete FieldRead', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator']",149
public java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 = STRING_1 + ( VAR_2 ) ; if ( ( VAR_3 ) != null ) VAR_1 += ( STRING_2 + ( VAR_3 ) ) + STRING_3 ; return VAR_1 ; },public java.lang.String METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 ; if ( ( VAR_3 ) != null ) VAR_1 += ( STRING_2 + ( VAR_3 ) ) + STRING_3 ; return VAR_1 ; },"['Move FieldRead', 'Delete FieldRead', 'Delete BinaryOperator']",151
"public boolean METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = METHOD_2 ( ) . METHOD_3 ( ) . VAR_2 ; if ( VAR_2 == ( VAR_3 ) ) { METHOD_4 ( ) . METHOD_5 ( VAR_4 , VAR_1 ) ; return true ; } else return false ; }","public boolean METHOD_1 ( TYPE_1 VAR_1 ) { METHOD_4 ( ) . METHOD_5 ( VAR_4 , VAR_1 ) ; return true ; }","['Move Invocation', 'Move Return', 'Delete TypeReference', 'Delete Invocation', 'Delete Invocation', 'Delete FieldRead', 'Delete LocalVariable', 'Delete VariableRead', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete Block', 'Delete Literal', 'Delete Return', 'Delete Block', 'Delete If']",152
"public boolean METHOD_1 ( final java.lang.String VAR_1 ) { java.lang.String VAR_2 = METHOD_2 ( ) ; TYPE_1 VAR_3 = METHOD_3 ( ) . METHOD_4 ( java.lang.String.format ( VAR_4 , VAR_2 ) , VAR_1 ) ; return VAR_3 . METHOD_5 ( ) ; }","public void METHOD_1 ( final java.lang.String VAR_1 ) { java.lang.String VAR_2 = METHOD_2 ( ) ; METHOD_3 ( ) . METHOD_4 ( java.lang.String.format ( VAR_4 , VAR_2 ) , VAR_1 ) ; }","['Update TypeReference', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Invocation', 'Delete Return']",154
private void METHOD_1 ( TYPE_1 event ) { boolean VAR_1 = METHOD_2 ( ) ; if ( VAR_1 ) { VAR_2 . step ( ) ; } },private void METHOD_1 ( TYPE_1 event ) { VAR_2 . step ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Block', 'Delete If']",155
protected void METHOD_1 ( java.lang.String result ) { boolean VAR_1 = VAR_2 . equals ( STRING_1 ) ; VAR_3 . METHOD_2 ( VAR_1 ) ; },protected void METHOD_1 ( java.lang.String result ) { },"['Delete TypeReference', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete Invocation', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation']",156
"public void METHOD_1 ( TYPE_1 VAR_1 ) { java.lang.String text = TYPE_2 . METHOD_2 ( STRING_1 , VAR_2 . getText ( ) ) ; if ( text != null ) VAR_2 . setText ( text ) ; temp = null ; }","public void METHOD_1 ( TYPE_1 VAR_1 ) { VAR_2 . setText ( TYPE_2 . METHOD_2 ( STRING_1 , VAR_2 . getText ( ) ) ) ; temp = null ; }","['Insert Invocation', 'Move TypeAccess', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead', 'Delete Literal', 'Delete BinaryOperator', 'Delete VariableRead', 'Delete Invocation', 'Delete Block', 'Delete If']",157
public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( new TYPE_2 ( INT_1 ) ) ; assertTrue ( VAR_1 . METHOD_2 ( ) ) ; },public void METHOD_1 ( ) { TYPE_1 VAR_1 = new TYPE_1 ( INT_1 ) ; assertTrue ( VAR_1 . METHOD_2 ( ) ) ; },"['Update ConstructorCall', 'Move ConstructorCall', 'Delete ConstructorCall']",158
"public int METHOD_1 ( ) { int VAR_1 = ( ( VAR_2 . METHOD_2 ( ) ) * INT_1 ) / ( VAR_2 . METHOD_3 ( ) ) ; TYPE_1 . METHOD_4 ( VAR_3 , ( STRING_1 + VAR_1 ) ) ; return VAR_1 ; }",public int METHOD_1 ( ) { return 0 ; },"['Insert Literal', 'Delete TypeReference', 'Delete TypeAccess', 'Delete Invocation', 'Delete FieldRead', 'Delete BinaryOperator', 'Delete TypeAccess', 'Delete Invocation', 'Delete BinaryOperator', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete FieldRead', 'Delete VariableRead', 'Delete BinaryOperator', 'Delete Invocation', 'Delete VariableRead']",160
"protected int METHOD_1 ( final android.content.Intent response ) { return response . METHOD_2 ( VAR_1 , VAR_2 ) ; }","protected int METHOD_1 ( final android.content.Intent response ) { int result = response . METHOD_2 ( VAR_1 , VAR_2 ) ; return result ; }","['Insert LocalVariable', 'Insert TypeReference', 'Move Invocation', 'Insert VariableRead']",164
public long METHOD_1 ( ) { java.util.Date VAR_1 = new java.util.Date ( ) ; return VAR_2 . getTime ( ) ; },public long METHOD_1 ( ) { return 0 ; },"['Insert Literal', 'Delete TypeReference', 'Delete ConstructorCall', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete Invocation']",166
public TYPE_1 METHOD_1 ( ) { try { java.lang.String VAR_1 = METHOD_2 ( ) ; return new TYPE_1 ( VAR_1 ) ; } catch ( TYPE_2 VAR_2 ) { return null ; } },public TYPE_1 METHOD_1 ( ) { try { return new TYPE_1 ( METHOD_2 ( ) ) ; } catch ( TYPE_2 VAR_2 ) { return null ; } },"['Update ConstructorCall', 'Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete VariableRead']",167
"public TYPE_1 METHOD_1 ( TYPE_2 key , TYPE_1 value ) { TYPE_1 VAR_1 = get ( key ) ; VAR_2 . put ( key , TYPE_3 . METHOD_2 ( value ) ) ; return VAR_1 ; }","public TYPE_1 METHOD_1 ( TYPE_2 key , TYPE_1 value ) { VAR_2 . put ( key , TYPE_3 . METHOD_2 ( value ) ) ; return value ; }","['Update VariableRead', 'Delete TypeReference', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable']",168
public static void main ( java.lang.String [ ] args ) { java.lang.String fileName = STRING_1 ; TYPE_1 VAR_1 = new TYPE_1 ( fileName ) ; },public static void main ( java.lang.String [ ] args ) { TYPE_1 VAR_1 = new TYPE_1 ( ) ; },"['Insert LocalVariable', 'Move TypeReference', 'Insert ConstructorCall', 'Delete TypeReference', 'Delete FieldRead', 'Delete LocalVariable', 'Delete VariableRead', 'Delete ConstructorCall', 'Delete LocalVariable']",169
"protected boolean METHOD_1 ( ) { boolean VAR_1 = TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) ; VAR_2 . info ( STRING_1 , VAR_1 ) ; return VAR_1 ; }",protected boolean METHOD_1 ( ) { return TYPE_1 . METHOD_2 ( ) . METHOD_3 ( ) ; },"['Move Invocation', 'Delete TypeReference', 'Delete LocalVariable', 'Delete TypeAccess', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete VariableRead']",170
"public void METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 . METHOD_2 ( TYPE_1 . METHOD_3 ( STRING_1 ) ) ; assertEquals ( STRING_2 , VAR_1 ) ; assertEquals ( INT_1 , VAR_3 . length ( ) ) ; }","public void METHOD_1 ( ) { java.lang.String VAR_1 = VAR_2 . METHOD_2 ( STRING_1 ) ; assertEquals ( STRING_2 , VAR_1 ) ; assertEquals ( INT_1 , VAR_3 . length ( ) ) ; }","['Update Invocation', 'Move Invocation', 'Move TypeAccess', 'Delete TypeAccess', 'Delete Invocation']",171
public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { int VAR_2 = VAR_3 . METHOD_2 ( VAR_1 ) ; return VAR_4 . remove ( VAR_2 ) ; },public TYPE_1 METHOD_1 ( TYPE_1 VAR_1 ) { return VAR_4 . remove ( 0 ) ; },"['Insert Literal', 'Delete TypeReference', 'Delete TypeAccess', 'Delete VariableRead', 'Delete Invocation', 'Delete LocalVariable', 'Delete VariableRead']",173
